,Voltage(V),dQ/dU(mAh/V)
167,3.926359124182752,3703.6627876619145
168,3.9313591241827517,3580.8515491974945
169,3.9363591241827516,3456.1516106873905
170,3.9413591241827515,3339.6673459700855
171,3.9463591241827514,3228.267226749859
172,3.9513591241827513,3120.733996245088
173,3.956359124182751,3021.801175952284
174,3.961359124182751,2934.084479810441
175,3.966359124182751,2861.161655361299
176,3.971359124182751,2793.6879330233396
177,3.9763591241827507,2730.115695440724
178,3.9813591241827506,2672.8523791848293
179,3.9863591241827505,2621.7590149518587
180,3.9913591241827504,2582.0672687088263
181,3.9963591241827503,2550.887200915481
182,4.00135912418275,2529.5055223182353
183,4.00635912418275,2512.7250720297416
184,4.01135912418275,2503.6269152578816
185,4.01635912418275,2499.390131337847
186,4.02135912418275,2504.2592932191947
187,4.02635912418275,2517.163209611801
188,4.0313591241827496,2541.2801478447177
189,4.0363591241827494,2574.4781903075905
190,4.041359124182749,2616.2615873948557
191,4.046359124182749,2666.6049903958874
192,4.051359124182749,2729.7453431812514
193,4.056359124182749,2808.035895488215
194,4.061359124182749,2912.2417359925867
195,4.066359124182749,3059.6167791764387
196,4.071359124182749,3260.9136004891875
197,4.076359124182749,3533.301876333514
198,4.0813591241827485,3882.299549358128
199,4.086359124182748,4304.690990577331
200,4.091359124182748,4753.932279018975
201,4.096359124182748,5181.595446703892
202,4.101359124182748,5542.041752373732
203,4.106359124182748,5747.410434581265
