,Voltage(V),dQ/dU(mAh/V)
203,3.909896193251949,3786.8044376709713
204,3.914896193251949,3715.060093637147
205,3.9198961932519487,3637.9109408683016
206,3.9248961932519486,3552.0608344273132
207,3.9298961932519485,3462.6744565857553
208,3.9348961932519484,3368.516329589307
209,3.9398961932519483,3272.4330758812102
210,3.944896193251948,3176.4979218996396
211,3.949896193251948,3085.8221465055744
212,3.954896193251948,3001.239142531953
213,3.959896193251948,2923.3581411652863
214,3.9648961932519478,2852.4348967255546
215,3.9698961932519476,2787.535594724381
216,3.9748961932519475,2728.260510224734
217,3.9798961932519474,2675.5094605792638
218,3.9848961932519473,2628.6614608109426
219,3.989896193251947,2587.9884790486926
220,3.994896193251947,2553.8271411384753
221,3.999896193251947,2526.025905172464
222,4.0048961932519465,2505.219597100195
223,4.009896193251947,2492.350349806752
224,4.014896193251946,2486.7402125796084
225,4.019896193251947,2490.2557627669053
226,4.024896193251946,2501.8947303970644
227,4.029896193251947,2521.9995286618355
228,4.034896193251946,2553.5272379217167
229,4.039896193251947,2596.719557123322
230,4.044896193251946,2654.3392836219537
231,4.049896193251946,2728.04698576783
232,4.054896193251945,2822.9928393877753
233,4.059896193251946,2938.452854731146
234,4.064896193251945,3075.7208083347364
235,4.069896193251946,3222.890099587782
236,4.074896193251945,3393.027362316754
237,4.079896193251946,3565.853638046916
238,4.084896193251945,3738.8769675974136
239,4.0898961932519455,3903.7779933086836
